price,bedrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,renovation,lat,long,sqft_living15,sqft_lot15,bathrooms,year_of_sale,house_age,bed_bath_ratio,lot_utilization,log_sqft_lot,log_sqft_lot15,log_price,log_sqft_basement,log_bed_bath_ratio,log_sqft_above,log_sqft_living,log_lot_utilization,log_sqft_living15
500000,3,1690,48096,1,0,0,3,7,1690,0,1973,0,47.6745,-122.061,2070,35160,1.75,2015,42,1.7142857143,0.0351380572,10.780975084,10.467692793,13.122363377,0,0.5389965007,7.4324838079,7.4324838079,-3.348470485,7.6353038863
356000,4,1600,12500,1,0,0,5,7,1600,0,1938,0,47.4713,-122.355,1260,8306,2,2015,77,2,0.128,9.4335639201,9.0248538118,12.78268601,0,0.6931471806,7.3777589082,7.3777589082,-2.055725015,7.1388669999
530000,3,1680,7770,1,0,0,4,7,1680,0,1967,0,47.6028,-122.167,1880,7770,1.75,2014,47,1.7142857143,0.2162162162,8.9581541352,8.9581541352,13.180632286,0,0.5389965007,7.4265490724,7.4265490724,-1.531476371,7.5390270558
384000,6,2320,4502,1,0,0,4,7,1200,1120,1987,0,47.5552,-122.3,1160,5628,3,2014,27,2,0.5153265215,8.4124991203,8.6356870855,12.858397832,7.0219764231,0.6931471806,7.0900768358,7.7493224647,-0.662954557,7.0561752841
237000,3,1210,6634,1,0,0,4,7,1210,0,1985,0,47.4097,-122.193,1560,7200,2,2014,29,1.5,0.1823937293,8.8001139468,8.8819751842,12.37581542,0,0.4054651081,7.0983756386,7.0983756386,-1.701587581,7.3524411002
364950,4,2070,2992,2,0,0,3,8,2070,0,2002,0,47.4496,-122.12,1900,2957,2.5,2015,13,1.6,0.6918449198,8.0040315079,7.9922686433,12.807515637,0,0.4700036292,7.6353038863,7.6353038863,-0.368393453,7.5496091652
259000,3,1590,7148,1,0,0,3,7,1590,0,1952,0,47.4713,-122.344,1150,7280,1.75,2014,62,1.7142857143,0.2224398433,8.8747277658,8.8930234944,12.464583341,0,0.5389965007,7.3714892952,7.3714892952,-1.503098581,7.0475172214
275500,4,1290,5000,1.5,0,0,3,7,1290,0,1957,0,47.5128,-122.358,1440,2500,1,2015,58,4,0.258,8.5173931714,7.8244459309,12.526342908,0,1.3862943611,7.1623974974,7.1623974974,-1.354795694,7.2723983926
230000,2,770,6450,1,0,0,4,6,770,0,1948,0,47.531,-122.358,780,6063,1,2014,66,2,0.119379845,8.7719904365,8.7101249273,12.345834588,0,0.6931471806,6.6463905148,6.6463905148,-2.125444895,6.6592939197
425000,4,2290,8773,1,0,0,4,7,1330,960,1947,0,47.7173,-122.33,1740,7058,1.5,2015,68,2.6666666667,0.2610281546,9.0795480817,8.8620586774,12.959844448,6.867974409,0.980829253,7.1929342212,7.7363070965,-1.343127006,7.4616403922
249900,3,1630,7700,1,0,0,3,7,1120,510,1978,0,47.3876,-122.211,1640,8160,2.5,2014,36,1.2,0.2116883117,8.9491054695,9.0071219895,12.428816117,6.2363695902,0.1823215568,7.0210839643,7.3963352938,-1.552640314,7.4024515208
255000,2,1950,8200,1,0,0,3,8,1950,0,1975,0,47.3161,-122.382,2370,8000,1.75,2015,40,1.1428571429,0.237804878,9.012011377,8.9873218129,12.449018824,0,0.1335313926,7.5755846516,7.5755846516,-1.436304782,7.7706452341
440000,3,1570,5120,1,0,2,3,7,980,590,1947,0,47.7166,-122.365,2420,7200,1.75,2015,68,1.7142857143,0.306640625,8.5411050115,8.8819751842,12.994530006,6.3818160174,0.5389965007,6.8875525717,7.3588308983,-1.18207882,7.7915228192
325000,5,2400,7904,1,0,0,3,7,1450,950,1992,0,47.4683,-122.263,2400,7475,2.75,2015,23,1.8181818182,0.3036437247,8.9752507496,8.9194531686,12.691580461,6.8575140625,0.5978370008,7.2793188354,7.7832240163,-1.191900223,7.7832240163
364000,4,2010,8625,1,0,0,4,7,1340,670,1957,0,47.7496,-122.355,1500,8400,1.75,2014,57,2.2857142857,0.2330434783,9.0625361772,9.0361060254,12.804909147,6.508769137,0.8266785732,7.2004248929,7.6058900011,-1.456530241,7.3132203871
400000,3,1200,4800,1,0,0,4,7,1200,0,1962,0,47.6084,-122.136,1510,7668,1.5,2014,52,2,0.25,8.4765795085,8.9449415078,12.899219826,0,0.6931471806,7.0900768358,7.0900768358,-1.386294361,7.3198649298
982000,4,3610,8580,2,0,0,3,9,3610,0,2014,0,47.6706,-122.173,2360,8580,2.75,2014,0,1.4545454545,0.4207459207,9.0573057358,9.0573057358,13.797346587,0,0.3746934494,8.1914630513,8.1914630513,-0.865726141,7.766416898
385000,3,1740,4145,2,0,0,3,7,1740,0,2010,0,47.6875,-122.015,1740,4045,2.5,2015,5,1.2,0.4197828709,8.329899293,8.3054840177,12.860998613,0,0.1823215568,7.4616403922,7.4616403922,-0.868017675,7.4616403922
479349,5,3223,6371,2,0,0,3,9,3223,0,2014,0,47.3584,-122.163,1979,9008,3,2015,1,1.6666666667,0.5058860461,8.759668671,9.1059793567,13.080184212,0,0.5108256238,8.0780678818,8.0780678818,-0.68144384,7.5903469456
447000,3,1440,4667,2,0,0,3,7,1440,0,1985,0,47.5662,-122.017,1610,4756,2.25,2014,29,1.3333333333,0.3085493893,8.4484859934,8.4673724964,13.010313874,0,0.2876820725,7.2723983926,7.2723983926,-1.175873353,7.383989458
399000,3,1800,3300,2,0,0,3,7,1690,110,2004,0,47.5491,-122.276,1570,3902,2.5,2014,10,1.2,0.5454545455,8.1019807319,8.2695007672,12.896716696,4.7095302013,0.1823215568,7.4324838079,7.4955419439,-0.606135804,7.3588308983
238000,3,1240,5700,1.5,0,0,5,6,1240,0,1953,0,47.4927,-122.169,1140,5700,1,2014,61,3,0.2175438596,8.648396877,8.648396877,12.380025953,0,1.0986122887,7.1228666586,7.1228666586,-1.525354795,7.0387835414
610000,4,2100,8800,1,0,0,5,8,1250,850,1980,0,47.6909,-122.186,2100,9000,2.5,2014,34,1.6,0.2386363636,9.0826206304,9.1050909613,13.321214236,6.7464121286,0.4700036292,7.1308988303,7.6496926237,-1.432814377,7.6496926237
625000,4,2570,5520,2,0,0,3,9,2570,0,2000,0,47.6145,-122.027,2470,5669,2.5,2014,14,1.6,0.4655797101,8.6163142823,8.6429443967,13.345506929,0,0.4700036292,7.8516611779,7.8516611779,-0.764471961,7.8119734296
550000,3,2010,2261,2,0,0,3,8,1390,620,2014,0,47.5514,-121.998,1690,1899,2.5,2015,1,1.2,0.8889871738,7.7240046567,7.5496091652,13.217673557,6.4313310819,0.1823215568,7.2370590261,7.6058900011,-0.117672471,7.4324838079
879000,4,4230,31747,2,0,0,4,10,4230,0,1985,0,47.731,-122.132,4080,35576,2.75,2014,29,1.4545454545,0.1332409362,10.36558501,10.479454641,13.686540177,0,0.3746934494,8.349957272,8.349957272,-2.01559624,8.3138522674
1160000,4,2790,5450,2,0,0,3,10,1930,860,1925,1,47.6453,-122.303,2320,5450,2.5,2014,89,1.6,0.5119266055,8.6035543571,8.6035543571,13.963930563,6.7580945044,0.4700036292,7.5652752819,7.9337968748,-0.669574013,7.7493224647
360000,3,1360,6000,1,0,0,3,6,860,500,1911,0,47.6846,-122.345,1560,3000,1.5,2014,103,2,0.2266666667,8.699681401,8.0067008454,12.79385931,6.2166061011,0.6931471806,6.7569323892,7.2152399787,-1.484274769,7.3524411002
1020000,6,2550,5000,2,0,0,4,7,2550,0,1907,0,47.6785,-122.396,1480,5000,2.25,2014,107,2.6666666667,0.51,8.5173931714,8.5173931714,13.835313185,0,0.980829253,7.8438486382,7.8438486382,-0.673344553,7.2997973668
680000,4,2520,5000,2,0,0,3,9,2520,0,2004,0,47.5524,-121.992,2910,5001,2.5,2014,10,1.6,0.504,8.5173931714,8.5175931114,13.429848077,0,0.4700036292,7.8320141805,7.8320141805,-0.685179011,7.9759083602
430000,2,990,4802,1,0,0,3,7,990,0,1947,0,47.6876,-122.395,1180,5000,1,2014,67,2,0.2061640983,8.4769960017,8.5173931714,12.971540488,0,0.6931471806,6.8977049431,6.8977049431,-1.579082834,7.0732697175
245000,2,870,6150,1,0,0,3,6,870,0,1941,0,47.5256,-122.347,1120,6150,1,2014,73,2,0.1414634146,8.7243699492,8.7243699492,12.40901349,0,0.6931471806,6.7684932116,6.7684932116,-1.955714149,7.0210839643
432000,4,2410,8400,1,0,0,3,7,1600,810,1978,0,47.7341,-122.2,1850,8400,1.75,2014,36,2.2857142857,0.2869047619,9.0361060254,9.0361060254,12.976180867,6.6982680541,0.8266785732,7.3777589082,7.7873820265,-1.248604958,7.5229409181
228000,4,2000,6120,1,0,0,3,7,1100,900,1965,0,47.5035,-122.258,1880,6120,1.75,2014,49,2.2857142857,0.3267973856,8.7194807609,8.7194807609,12.337100908,6.8035052576,0.8266785732,7.0030654588,7.6009024595,-1.118414916,7.5390270558
208000,3,920,7314,1,0,0,3,6,920,0,1960,0,47.2892,-122.22,1010,7420,1,2015,55,3,0.1257861635,8.8976823135,8.912069098,12.245293359,0,1.0986122887,6.82437367,6.82437367,-2.073171929,6.9177056098
741000,4,2070,10125,1,0,0,3,7,1390,680,1962,0,47.5697,-122.219,1850,10125,2.75,2014,52,1.4545454545,0.2044444444,9.2228616525,9.2228616525,13.515755904,6.5235623061,0.3746934494,7.2370590261,7.6353038863,-1.587459006,7.5229409181
325000,2,960,4800,1.5,0,0,2,6,960,0,1912,0,47.5752,-122.411,1440,4800,1,2014,102,2,0.2,8.4765795085,8.4765795085,12.691580461,0,0.6931471806,6.8669332845,6.8669332845,-1.609437912,7.2723983926
699000,3,2580,8154,1,0,0,3,10,2090,490,1956,1,47.7259,-122.361,1660,8155,2.5,2014,58,1.2,0.3164091244,9.0063865151,9.0065091317,13.457406021,6.1964441278,0.1823215568,7.644919345,7.8555446779,-1.150719205,7.4145728814
850000,3,1370,3850,1,0,0,5,7,770,600,1911,1,47.6374,-122.279,1390,3600,1.75,2014,103,1.7142857143,0.3558441558,8.2560881338,8.1889668636,13.652991628,6.3985949345,0.5389965007,6.6463905148,7.2225660188,-1.033262408,7.2370590261
318400,4,1820,6916,2,0,0,3,7,1820,0,1994,0,47.3862,-122.029,1680,6995,2.5,2014,20,1.6,0.2631578947,8.8417374286,8.8530938361,12.671063733,0,0.4700036292,7.5065917801,7.5065917801,-1.335001067,7.4265490724
499950,3,1350,9315,1,0,0,3,7,1350,0,1968,0,47.6587,-122.124,1840,9920,1.5,2015,47,2,0.1449275362,9.139488631,9.2024090016,13.122263372,0,0.6931471806,7.2078598714,7.2078598714,-1.931521412,7.5175208506
425000,3,1300,19163,1,0,0,3,7,1300,0,1964,0,47.6686,-122.153,1590,9744,1.5,2014,50,2,0.0678390649,9.860788798,9.1845096119,12.959844448,0,0.6931471806,7.1701195434,7.1701195434,-2.690617072,7.3714892952
660000,3,1570,1680,3,0,0,3,8,1570,0,2014,0,47.6585,-122.348,1290,1870,2.25,2014,0,1.3333333333,0.9345238095,7.4271441334,7.5342283263,13.399995114,0,0.2876820725,7.3588308983,7.3588308983,-0.067718174,7.1623974974
218000,3,1140,7560,1,0,0,4,6,1140,0,1958,0,47.4624,-122.185,1300,7560,1,2014,56,3,0.1507936508,8.9307587356,8.9307587356,12.292250342,0,1.0986122887,7.0387835414,7.0387835414,-1.891842928,7.1701195434
1120000,4,3690,11191,1,0,3,4,10,2190,1500,1951,0,47.6434,-122.412,3460,8160,2.5,2015,64,1.6,0.3297292467,9.3229545163,9.0071219895,13.928839243,7.3138868316,0.4700036292,7.6916568228,8.213381737,-1.109483426,8.1490238681
960000,4,3430,43560,1.5,0,2,5,10,3430,0,1979,0,47.6426,-122.18,3700,44431,2.5,2014,35,1.6,0.0787419651,10.681917534,10.70171521,13.774688563,0,0.4700036292,8.1403155402,8.1403155402,-2.541579037,8.2160880986
1900000,3,2660,13367,2,0,2,3,10,2660,0,1992,0,47.6501,-122.217,2660,13367,2.5,2014,22,1.2,0.1989975312,9.5006190703,9.5006190703,14.457364444,0,0.1823215568,7.8860814018,7.8860814018,-1.61446286,7.8860814018
269000,4,1594,7665,1,0,0,5,7,1088,506,1975,0,47.3262,-122.211,1536,6000,2.5,2014,39,1.6,0.2079582518,8.9445502459,8.699681401,12.502466659,6.2285110036,0.4700036292,6.9920964274,7.3740018594,-1.570417932,7.3369369137
255000,3,1490,6604,1,0,0,4,6,1490,0,1918,0,47.4683,-122.351,1330,6604,1.5,2014,96,2,0.2256208359,8.795582217,8.795582217,12.449018824,0,0.6931471806,7.3065313989,7.3065313989,-1.488899406,7.1929342212
407000,4,2927,6000,2,0,0,3,7,2927,0,2011,0,47.3737,-122.16,2533,6000,2.5,2014,3,1.6,0.4878333333,8.699681401,8.699681401,12.916568464,0,0.4700036292,7.9817332867,7.9817332867,-0.717781462,7.83715965
1050000,4,3860,5474,2.5,0,0,3,10,3860,0,2007,0,47.5396,-121.995,3040,5474,3.75,2014,7,1.0666666667,0.7051516259,8.6079475547,8.6079475547,13.864300722,0,0.0645385211,8.2584224625,8.2584224625,-0.349342427,8.0196127944
139500,2,1230,1561,2,0,0,3,7,1230,0,1983,0,47.3768,-122.149,1660,2243,1.5,2015,32,1.3333333333,0.7879564382,7.3537223304,7.7160152666,11.84581988,0,0.2876820725,7.1147694484,7.1147694484,-0.238312472,7.4145728814
637000,3,2200,7355,2,0,0,4,8,2200,0,1986,0,47.7266,-122.103,2290,7868,2.25,2015,29,1.3333333333,0.2991162475,8.9032715857,8.9706862685,13.364524935,0,0.2876820725,7.6962126393,7.6962126393,-1.206922994,7.7363070965
400000,5,2470,19200,1,0,0,5,8,1250,1220,1977,0,47.4496,-122.083,2140,35140,2.75,2014,37,1.8181818182,0.1286458333,9.86271764,10.467123819,12.899219826,7.1074254741,0.5978370008,7.1308988303,7.8119734296,-2.050692128,7.668561108
420000,4,2480,60548,1,0,0,4,7,1600,880,1968,0,47.4722,-122.001,2390,90169,1.75,2015,47,2.2857142857,0.040959239,11.011208234,11.409452056,12.94800999,6.7810576259,0.8266785732,7.3777589082,7.8160138392,-3.195177879,7.7790486449
745000,5,2400,10126,2,0,3,3,8,2400,0,1981,0,47.5726,-122.373,2250,3946,3,2015,34,1.6666666667,0.2370136283,9.2229604033,8.2807110757,13.521139497,0,0.5108256238,7.7832240163,7.7832240163,-1.439637636,7.7186854952
205000,3,1170,8239,1,0,0,3,7,1170,0,1981,0,47.3679,-122.088,1180,7866,1.75,2014,33,1.7142857143,0.1420075252,9.0167556229,8.9704320743,12.230765258,0,0.5389965007,7.0647590278,7.0647590278,-1.951875229,7.0732697175
402000,3,1580,6127,1.5,0,0,5,7,1580,0,1947,0,47.7192,-122.32,1500,6128,1.75,2014,67,1.7142857143,0.2578749796,8.7206237114,8.7207868835,12.904207368,0,0.5389965007,7.365180126,7.365180126,-1.355280387,7.3132203871
250000,3,2840,10182,1,0,0,3,8,1510,1330,1951,0,47.524,-122.2,2210,9669,1.5,2015,64,2,0.2789235907,9.2284749422,9.1767835884,12.429216197,7.1936858184,0.6931471806,7.3198649298,7.9515593312,-1.276817403,7.7007477945
752500,2,2280,6230,1,0,0,3,8,2280,0,2005,0,47.7065,-122.013,1640,5931,2.5,2014,9,0.8,0.3659711075,8.7372921125,8.6881167033,13.531156276,0,-0.223143551,7.7319307219,7.7319307219,-1.00520089,7.4024515208
359950,4,2542,6120,2,0,0,3,8,2542,0,2014,0,47.3751,-122.188,2419,8984,2.5,2014,0,1.6,0.4153594771,8.7194807609,9.1033117992,12.793720412,0,0.4700036292,7.8407064517,7.8407064517,-0.878610924,7.7911095106
529941,3,1660,10000,1,0,0,4,7,1010,650,1961,0,47.5852,-122.174,2020,9720,2,2015,54,1.5,0.166,9.210440367,9.1820437728,13.180520959,6.4785096422,0.4054651081,6.9177056098,7.4145728814,-1.795767491,7.6108527904
262000,4,2070,8685,2,0,0,3,7,2070,0,2006,0,47.4697,-122.267,2170,9715,2.5,2015,9,1.6,0.2383419689,9.0694678131,9.1815292901,12.476099783,0,0.4700036292,7.6353038863,7.6353038863,-1.434048792,7.6824824465
802541,5,2990,6768,2,0,0,3,9,2990,0,2014,0,47.5462,-122.182,2870,6768,2.75,2015,1,1.8181818182,0.44178487,8.8201086445,8.8201086445,13.595538223,0,0.5978370008,8.0030286664,8.0030286664,-0.816932235,7.9620673088
440000,4,1450,8400,1.5,0,0,4,7,1450,0,1962,0,47.7285,-122.24,1450,7440,2,2014,52,2,0.1726190476,9.0361060254,8.9147605274,12.994530006,0,0.6931471806,7.2793188354,7.2793188354,-1.756668149,7.2793188354
448000,5,3740,24684,2,0,0,3,9,2760,980,1998,0,47.3832,-122.057,2880,26023,3.5,2015,17,1.4285714286,0.1515151515,10.113951051,10.166774468,13.012548511,6.8885724596,0.3566749439,7.9229859587,8.2268408904,-1.887069649,7.9655455731
576000,3,1500,13891,1,0,0,4,7,1500,0,1951,0,47.5866,-122.175,2020,13891,1.75,2015,64,1.7142857143,0.1079835865,9.5390684139,9.5390684139,13.26386294,0,0.5389965007,7.3132203871,7.3132203871,-2.22577604,7.6108527904
305000,3,1400,10350,1,0,0,4,7,1400,0,1976,0,47.479,-122.132,1780,10457,1.75,2014,38,1.7142857143,0.1352657005,9.2448384124,9.2551225147,12.628067056,0,0.5389965007,7.2442275156,7.2442275156,-2.000514283,7.4843686433
1300000,4,2610,21600,1,0,0,4,8,2610,0,1966,0,47.6245,-122.227,2920,20330,1.75,2014,48,2.2857142857,0.1208333333,9.9804948889,9.9199020938,14.077874822,0,0.8266785732,7.8671055003,7.8671055003,-2.113343093,7.9793388953
239950,3,1230,9600,1,0,0,4,7,1230,0,1984,0,47.3675,-122.095,1330,8250,1.75,2014,30,1.7142857143,0.128125,9.1696225387,9.0180896841,12.388185847,0,0.5389965007,7.1147694484,7.1147694484,-2.054748929,7.1929342212
800000,6,5480,189050,2,0,0,4,10,5140,340,1991,0,47.412,-122.168,2470,10429,4.25,2014,23,1.4117647059,0.0289870405,12.149772099,9.252441548,13.592367007,5.8318824773,0.3448404863,8.5448083584,8.6088603799,-3.540906429,7.8119734296
827500,3,1810,7200,1,0,0,5,7,1310,500,1960,0,47.6885,-122.211,2050,7200,2.5,2014,54,1.2,0.2513888889,8.8819751842,8.8819751842,13.626164386,6.2166061011,0.1823215568,7.1777824162,7.5010821243,-1.380754181,7.6255950721
975000,6,3420,22421,1,0,0,5,9,2270,1150,1948,0,47.5508,-122.189,2430,15560,3,2014,66,2,0.1525355693,10.017797899,9.652523063,13.79019275,7.0483864087,0.6931471806,7.7275351105,8.1373958301,-1.880357469,7.7956465363
532170,3,1360,3090,2,0,0,3,8,1360,0,1990,0,47.6838,-122.353,1500,3090,2,2014,24,1.5,0.4401294498,8.0362499421,8.0362499421,13.184718266,0,0.4054651081,7.2152399787,7.2152399787,-0.820686391,7.3132203871
435000,3,1778,147823,2,0,0,3,7,1778,0,1999,0,47.6811,-121.915,2840,43676,2.5,2014,15,1.2,0.0120278982,11.903777656,10.684576927,12.98310131,0,0.1823215568,7.4832444161,7.4832444161,-4.420526475,7.9515593312
258500,3,1460,7930,1,0,0,3,7,1460,0,1989,0,47.359,-122.049,1630,7930,2,2015,26,1.5,0.184110971,8.9785344101,8.9785344101,12.462650973,0,0.4054651081,7.2861917147,7.2861917147,-1.6922166,7.3963352938
485000,3,1870,7853,1,0,0,3,7,1300,570,1962,0,47.7045,-122.281,1870,8300,1.5,2014,52,2,0.2381255571,8.9687782351,9.0241312685,13.09190417,6.3473892097,0.6931471806,7.1701195434,7.5336937098,-1.434957194,7.5336937098
250000,4,1510,5500,1.5,0,0,3,7,1510,0,1920,0,47.535,-122.359,1320,6431,1.75,2014,94,2.2857142857,0.2745454545,8.6126851729,8.7690408109,12.429216197,0,0.8266785732,7.3198649298,7.3198649298,-1.292638441,7.1853870156
1390000,4,4040,20001,1,0,0,3,9,2020,2020,1972,1,47.6408,-122.212,2990,20098,3,2014,42,1.3333333333,0.2019899005,9.9035875475,9.9084253416,14.144814305,7.6113477174,0.2876820725,7.6108527904,8.303999971,-1.59953758,8.0030286664
265000,3,1780,10196,1,0,0,4,7,1270,510,1967,0,47.3375,-122.291,1320,7875,1.5,2015,48,2,0.174578266,9.2298488384,8.9715754398,12.487485105,6.2363695902,0.6931471806,7.1467721795,7.4843686433,-1.745382122,7.1853870156
215000,3,1290,9312,1,0,0,3,7,1290,0,1947,0,47.4811,-122.325,1650,7300,2,2014,67,1.5,0.1385309278,9.1391665525,8.8957666041,12.278393307,0,0.4054651081,7.1623974974,7.1623974974,-1.976661673,7.4085305669
512500,3,1840,2875,2,0,0,4,7,1840,0,1997,0,47.562,-122.393,1240,5750,2.5,2014,17,1.2,0.64,7.9641557188,8.6571290317,13.14705599,0,0.1823215568,7.5175208506,7.5175208506,-0.446287103,7.1228666586
851000,3,2660,10350,1,0,4,4,8,1330,1330,1971,0,47.5868,-122.116,2820,10043,2.75,2014,43,1.0909090909,0.2570048309,9.2448384124,9.2147307203,13.654167408,7.1936858184,0.087011377,7.1929342212,7.8860814018,-1.358660397,7.9444921639
590000,4,2340,8971,2,0,0,3,9,2340,0,1987,0,47.5679,-122.011,2510,9219,2.5,2014,27,1.6,0.260840486,9.1018638956,9.1291303166,13.287877816,0,0.4700036292,7.7579062084,7.7579062084,-1.343846223,7.8280380321
320000,3,1190,4120,1,0,0,3,6,1190,0,1929,0,47.5513,-122.272,1360,4635,1,2015,86,3,0.2888349515,8.3238511313,8.4416072045,12.676076275,0,1.0986122887,7.0817085861,7.0817085861,-1.241899856,7.2152399787
